a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,a91,a92,a93,a94,a95,a96,a97,a98,a99,a100,Class
-697.9842454991217,55.22848317832871,0.3238627235809543,12.775376621305448,7.396147439805842,0.8662235162609654,-3.550276211525271,-2.8283316467311823,-11.30553224512099,-2.524927209664026,0.4961043058688381,-2.7229268058029694,1.6458005827071829,-3.4319640568573977,0.1403565424004063,1.0731590814431418,-4.355671789346293,-1.5837716136529716,-1.5930083434897586,-0.6593609771225059,-6.200732941272134,-0.2603311554115572,-2.5739810126688383,-4.295348466287246,-1.8979313982349706,-0.6098556773663426,-5.058814824473298,0.4461437498062897,-2.3297382823154353,0.3165319157165643,-2.197813707762688,-1.9670637816083876,-2.8553894754428413,-1.703426573019297,-3.3283743924160243,-1.4314874893856575,-1.1954840131128317,-1.6748064068604904,-3.587147084971505,-1.4610066644722204,-4.202455291193597,-0.514649027087989,-2.7738465697373766,-2.4908446766535226,-2.99646789063718,-1.7133441795601,-3.1903183183044126,-0.15514553565064743,-2.853123521599534,-0.6118461702805731,-1.6451856419146746,-1.2653775116199466,-1.8740088356596627,0.14376057188977695,-0.9728743637080852,-0.45178473142519643,-1.736382146216794,-1.4090371613264867,-1.0758426715455245,-0.0764224606784954,-1.5522020435998274,-0.15993163993891057,-0.18069095977212457,0.6609889632173213,-0.08279854834992928,-0.26370991196038973,-0.12470010621100994,-0.5794925159935538,-1.0512721964491916,0.5202376062116362,0.08899652982436745,-0.04086139599526466,-0.5902355303605238,-0.048749077665850314,0.18682357466774668,0.2424627648683541,-0.7602178430932877,-0.13637239513870109,0.016684257324687354,-0.6718078771118107,-0.5595622103093854,-0.3412103369335431,-0.8545215503717263,0.21585514929552507,0.005838609404625429,-0.4795189313328549,-0.6255433863873405,0.17951945745662287,-0.029257476873444408,-0.28029632122846215,-0.12694833843768305,-0.41878167177796133,-0.5050550115260157,-0.22554333140403113,-0.7255627225078365,-0.07721725717722482,-0.17139915743756595,-0.38259200444345637,-0.8275979243893142,-0.17088531977129134,dogal
-650.8869668011217,54.811464933115246,-9.415653976169427,8.737362260304621,-4.7161448375822275,-3.44070923554851,-5.684012804917963,-8.289237586234098,-4.287299572696989,-0.5839194011817315,-5.030207905153248,-1.6945447996569427,-5.356236715109539,0.4342093180815343,-7.138962123515353,-1.7861664623299027,-3.0378514617081587,-1.7600412208994483,-1.7244217786148806,-0.42627724592576033,-0.5210658402768451,-0.8435724248869122,-0.8025232529918952,1.1494473607929991,-1.1868999103008226,-2.000376813091773,-0.016557450281245927,-0.5096908858405292,1.5274659113453197,1.2604690718865739,0.11722469449137587,3.2525013006894645,1.8706085654732008,4.398992046772682,2.1002349675362995,2.8884295504210438,-1.7024216919698043,1.4926048871558033,-0.9418965347525116,0.8608770298320902,-1.2029593644027636,0.2834851634119309,-1.2104854538393663,-1.8849618721615709,-3.0645072090811376,-0.9475528448548509,-0.7557971832010328,-1.5113222596434412,-2.967421549628993,-1.5036511038615223,-1.2313362527371403,-0.0235886812111658,-1.8910677075488906,-0.664115309534855,-1.536738883190625,-0.4194657096576159,-0.6686751775546437,-0.3105602380395301,-1.1241377719619081,-0.31970107264619285,-1.294239765104272,-1.322626919276629,-1.6251907520674804,-0.31073253713590104,-0.45668500243306875,-0.10994889029211498,-0.27492041225262226,0.5230561832055437,-0.2043304042890889,-0.4872904356982717,-0.22218864836690846,0.30721113596905486,-0.16446770262823504,-0.2890611996643038,-0.7018518203679598,-0.737972740578954,-0.3066113671935695,0.20131946928457178,0.3273894301745159,0.5959861738256486,-0.019036452115226313,-0.03885045073233284,-0.4403629403078401,-0.17102027494150504,0.035269976439450366,0.35739475929459263,0.2631520906283944,0.7534819136067265,0.24266296635653747,-0.091218382110867,0.22510067778183313,0.3221000510544822,-0.2354880725314804,-0.4426781170525922,0.041829198944396406,0.018478826795243705,0.06156295076214907,0.25029357422191256,0.1751549466740858,0.48723730361999174,dogal
-614.9019801040652,57.0747767955308,-3.005428320019908,10.98868553443739,3.905378006752784,-2.136258603642918,-12.357704040837149,-6.318456641787425,-3.47155416280872,-8.20424367613453,-2.265995175515909,-2.2893260957273562,-5.291007179210523,-0.5145501171710833,-6.259328920601507,-1.4099995887667518,-4.963043632489624,-2.5861346310134645,-2.2320249268091064,-4.729497279585825,-4.418075491651681,-4.352235305086106,-4.173493709014252,-2.712164760597781,-4.456969515512811,-0.40429672912285386,-2.7551416583543116,-1.400456014713549,-2.7992947629306655,-1.255468588769421,-1.69724091159069,-1.451071121936823,-1.5950842281634212,0.9010176343420114,-0.03618227561708993,-1.056031691218001,-2.71893413078142,-1.9466884281557275,-1.2267490148537232,2.6333743161023673,3.318655476859342,3.360272927330392,0.08552584408927379,0.042534043909873316,-0.2608935665216231,-0.013586201932352375,-0.32620605367843086,1.510863546464257,-0.24050402630475537,0.9468267833353247,-1.2971386748027467,0.26760166463072027,0.40978317016018545,0.7645882121442582,-1.6713101295968638,-0.6349488624587211,-2.0645371258841188,-0.1295620679319384,1.5830102428349848,0.008188985198609269,-1.7821244915743264,-0.9870940214793997,-1.1449262489297394,-0.19793939029125954,-0.7907137432471993,-1.4822606848025484,-1.0726498912404387,-0.06176097563118907,-1.0376268929661745,-1.3303896242177227,-1.0329471321962445,0.41871078856305616,-0.29601059378909494,-0.8986582258807877,-1.4538035222796204,0.07754052037327229,-0.18464888579435276,-0.9052931086458,-0.14951307054493235,0.538869847422666,-0.6483936352667525,-0.32418783560560027,-0.1419837252894708,0.35475235395466104,0.5974397106789769,0.34392947936732754,0.25775286727378394,0.32676033986812797,0.21293644480004867,0.1627623756419824,-0.24320543383052642,0.14980081055782102,-0.1063937952236645,-0.528589063897812,-0.2545755490915337,0.440182985419297,0.10323685029808743,-0.161732943413708,-0.07997796098412994,0.4754278324980496,dogal
-696.0515347292147,43.328194366847285,-7.633202941676756,9.36086934785892,-4.538801778228249,-4.5531609969322435,-6.906352832665295,-12.316589296899284,-7.676776534047182,-3.250955151137194,-3.6102240970264607,-6.743562306994971,-4.885005642320741,0.7369657850139402,-6.869038091946431,-3.127796781791286,-1.8256285935958574,-0.5777948251936704,-1.008149515426739,4.617604833961506,-1.698560006517174,1.2955780248270656,-6.055406381248906,-2.0501156152625843,-2.2732922548780645,0.2874170133608651,-0.19642984847800452,3.6162475323513132,1.327555369571188,3.506464713240852,-1.0251946738091418,0.7261597780746041,-2.138459746505447,1.6847942598799497,1.8544096374594254,2.589456974232786,0.9070747417168039,0.9125589801487684,3.660826572306914,4.931149406478182,2.6955544543174996,0.4359938003563356,0.14119126039491872,1.0493051280993908,-0.5700511576247933,0.4965119073269631,-0.7786904899805915,-1.2152344537453497,-1.5153320341604752,1.0572038327497246,-1.1735189508160433,-0.957552550669722,-0.3782119001319053,1.4508374163569886,-0.21029068097822895,0.5740743856172117,-0.027411385613099734,0.07963983381098136,-0.26471658579191104,-0.4196250755305291,-2.9373660815086833,-0.3370557513996655,-0.2895096674435076,-0.4620874790054165,-1.4376898941350882,-0.6802134537720741,-1.7192624240680865,-0.45361636978969466,-0.4517640995312566,-0.43943784364879795,-0.6178659608134167,-0.15145786335741884,-0.03266818935805275,0.0038749518961525616,-0.49745922203851783,-0.8222001389676757,-0.8427180658441316,-0.09326340370132638,0.05851343545643875,1.0731356737082414,0.6750568104298365,0.29866684046854725,0.095023374951879,0.2662007427780731,0.36797262526655716,0.17586972055704855,-0.11482354017079152,0.9329919444517761,0.39938060118408375,-0.11521044246453409,0.24511158263117072,0.4055989481478659,-0.24246894206726916,-0.5286217584132975,-0.058702019923516056,0.1760123372746674,-0.2424116008948504,0.3828863304758987,0.5329230760066589,0.14699632805160548,dogal
-713.5991276478087,68.70442247737088,7.67495979640244,15.474820850433794,11.407868722783059,0.7697142532153598,0.6965011511029711,-2.447308488384778,-0.42738814953985665,2.2151907268525513,2.111451850746321,1.8592142524707225,-0.49458107736087853,1.4895619736330274,0.1859489920096986,4.199507597697622,-2.5201113818883627,3.137859137830346,0.5706221832350585,1.2634063076989466,-0.9030189940940883,2.0176885796427624,-2.0765537852498954,0.9051426525861762,-0.5375144807168789,-0.6427711396317287,-0.24386371084597327,1.2552419763474258,0.6283221853790435,0.12999462057449696,-0.26471755801169955,1.1961416986031186,0.2040842838753172,0.9710846480851227,-0.08339753697263982,2.658022067547834,-0.5505808984092924,-1.058653350537303,-2.2053304772125855,0.4220112508142231,-0.22924523333901134,0.7700282837489997,-2.0766507924746582,-1.5316745472533733,-1.6784249324429397,2.352560249976821,2.2197735488446586,1.6365479287900475,0.7739542425615965,2.1543235196278423,2.143078833547194,3.241336013293803,2.1199642465804422,2.5204548263293276,1.2414221629732647,0.0809714454519763,-1.1860464888600306,0.7748801687696084,1.8015099659767135,2.6225382135911457,2.1741171784520907,0.498826361657178,-0.9805965742593518,0.7624901132564228,0.5922869750545404,1.8076105284691424,-0.14286886558889744,0.35549189876266757,0.08513204444757208,0.552381455720003,-0.07744567849724793,0.13322540161658414,0.5762235528459486,1.0461080726385208,-0.8479463008641901,-0.4143756881917947,0.17984958735551135,0.396868844600811,-0.3329895864713463,-0.08196364945583863,-0.19128791259961836,0.39224645935888386,0.8544086187135826,0.5585950168919551,-0.42385293258430623,-0.27130707884061106,-0.09115904577547167,0.7044296892213713,0.08348071442537394,0.38077715028772374,-0.23640233646572179,0.43361486830187584,0.04017021187104072,-0.14452741811492475,-0.09244302384762114,0.5352531218249669,0.11196404071270333,-0.287669062214761,0.3762780041302829,0.6773237396197318,dogal
-736.3082223117443,51.34408493018153,-18.909586168586706,9.064810177709639,0.2099458894578547,-9.800146777254762,-9.05479977924957,-9.541829267217931,-7.657325159856303,0.6802653543362633,-6.693207577180276,-3.051625597590802,-7.713786122932918,-4.267013204554387,-7.651299290595452,-2.588534488557318,-5.115956951524085,-3.581550816264504,-5.700919250276403,-7.436263770183,-1.3773175397554,1.8698584278770565,0.20991755481358695,2.439392972053145,-1.010197483769209,1.4174229637371905,-1.4369055100154233,2.2385796122515154,3.0847994904581935,7.158936684366452,3.6726597463140442,6.847356733259597,3.300113046883652,6.262291317464217,3.4445045187666645,4.5425263803356275,0.6903959154819163,0.2851719361349686,0.9110122027071337,4.060975796092766,0.5292816672854727,1.047832669362646,-0.3554715113943019,0.718777715998707,0.6697927280263455,3.174655696665235,2.516864502740896,1.251211811801179,-1.802419882282339,0.8877830090479221,1.5719479433087653,1.5498921225792242,-1.6780672248765849,1.3682777887357895,1.988838782384269,0.7877954821725306,-0.8340329079378889,1.1757977799570853,2.601707091622387,1.2747291287745977,-0.9333625431572232,-0.028637111527609973,-0.3915651764698849,-0.0928592243595934,-1.1481106870207174,-0.19115447700562616,0.6843054273169282,0.4636942072932896,-2.3965523061197613,-2.0813873722655885,-0.586897448922782,1.2612679585270437,-0.9127544954055389,-1.1188215832528483,-0.6065956349697657,-1.1586096965811672,-0.9267770391992252,0.5006048791953194,0.01245448337765586,-0.7254522394171434,-0.20226853731714312,-0.10121692617131368,-0.662688090074766,-0.34573991757343425,0.06851666855473938,0.8707305644331619,0.11483128517546493,0.2108364136903547,0.7676492459631696,0.5707520641541098,-0.44364554801516953,0.7305048842044752,0.409633597954211,-0.42274102231832833,0.2710025334381415,0.9515840107582151,0.027827057481933884,0.15253827636458958,0.3012043117514296,0.5051532523243543,dogal
-650.3482432020137,72.11281650044091,6.1135118457291275,18.22102395412399,9.765138184691903,-1.958228135971433,-6.465296540896112,-7.270580100381133,1.7919926338416579,-3.790748180990901,-3.7684715579574295,-0.6358115954902404,2.0377764765922546,-4.8560613394363745,-0.5114387631961531,1.2440616978045462,-6.9233739752832,1.2389537742387018,-3.563804285182354,-0.9168379931649644,-6.8715121720018395,0.35336677228691243,-3.9198950128711316,-2.625287654181213,-3.1027608590965396,0.5474096814153957,-3.2147181498217066,1.150744698758991,-4.40218775201671,-0.523442010304981,-5.142546583099759,0.4745316667327396,-2.552080772263713,-0.4924325260775396,-3.1415181452077428,-2.301917684908073,-6.0587232954951284,-2.6442647983887753,-2.507243523802047,0.45298675301416685,-1.379259600991579,-0.14037328963705034,1.738205859371143,2.815666575462159,1.5673016399504687,1.5742743938221067,-0.7883134470534274,0.5305518216445835,-0.9597931198208866,-0.13053749330120057,-0.5579105284137362,0.13185461047176103,-2.16327991977616,-1.2535384143221069,-1.0466505445696839,-0.14156590643502934,-1.102462279583149,-1.6156340883286722,-1.9569912479980724,1.4184466742394743,-0.37882909315501756,1.4365801940517,1.7324000656759766,2.9607630956635536,1.2472099231783127,0.9450304697406766,0.04544981197807438,0.7782772111189247,0.19769570679343454,1.4606246956015938,-0.17150043552359606,-0.1798998430981259,-0.48022275991617813,0.6291921012390232,-0.09989059658454588,-0.5654783355023039,-0.934690150590866,0.6016103294192323,0.14693703080876935,0.36526406620643526,-0.6370970291555484,0.5890224817955824,0.9461602288255437,1.5082979871564015,0.8953420795618096,0.8265235848807189,0.7215032551003125,0.5895288506819064,0.3923152756822371,1.2607569117239878,0.034086236456820476,-0.5575856732748093,0.005874426332054057,0.2513522158894229,-0.9366123529208872,-0.8992323370021628,-0.28786012998638427,0.42558547692290577,0.1202386116722165,-0.6282001669612288,dogal
-689.1600127149724,63.491485936493575,8.35100263103518,22.200525922499953,6.84642515348037,2.594156418681365,5.505469004070985,-8.571799787069144,2.373426180816939,-1.3141066885299313,1.9311375059464115,-3.5063493795664242,0.3878261021232794,3.4294564158716097,-1.9447539989459994,0.8372368471091949,-0.3604982419331104,3.3409470555211542,0.02279818903855582,3.2396285389057464,-1.7521686108963899,3.351718087082661,-1.6272103221519036,3.0304781115997823,0.2932244389748972,2.6684894049764756,2.7938340917460724,3.069840566540653,2.536320270070517,2.4043012349516326,0.9939203652069494,2.0744887987314784,2.4104372787670467,6.200538638045527,5.286067683411291,5.778206568970491,3.509969515290306,6.268370550510867,4.268156711953213,4.960761934618188,1.8428980293958142,2.1455865264992586,0.02065300736554187,3.2560830442599324,-0.13288569400319883,0.11658850491306767,-2.9115856187333,0.9366340800736938,-0.13701741043157156,1.1236571491732958,-2.271208106245251,-1.5043912121630427,-0.40508164538289165,1.6827579948255948,-0.38545540448443627,0.7048654630250396,-0.06712031627964965,1.2945258248251688,-0.13470258109375474,-0.8396804305564367,-1.601984145574431,-0.9882903020989074,-0.21445027114047285,1.1261512573850283,-0.7488298546344488,-0.9206619835564168,-0.950060681622473,0.11963426713075531,-1.6607416573630716,-0.3221743305291633,0.9209844172544224,1.511588597209356,-0.09290586100494828,-0.0011846548853526211,-0.015238476646394633,-0.782570050549384,-1.1457428008663881,0.9100330642867424,0.7297226273632891,0.6997522057691197,-0.8264193247865353,0.09956399414875547,0.16930969852882435,-0.14906907341609615,0.10235299120503771,0.45539187266555153,0.5451153807163919,0.07333168860039391,-0.5695712808942418,0.2475208283011192,-0.12449430037009172,0.05025818578638526,-0.7140828158727655,-0.5413307220884641,-0.7123370805931151,0.08535869300187524,-0.08149047984672213,-0.004163545790460073,-0.22455733310758014,0.2881679682713064,dogal
-737.7585742956978,91.70104773479527,21.957989923255905,32.59881911283309,22.041537364728583,9.956926162702228,5.017790268910549,6.164300477785807,6.671365014181447,7.070106779815471,-0.4463524984344572,8.942623825589326,5.835646757820816,3.7241739193561205,4.636143384797363,3.6576925428517764,4.562530406155696,5.6622093260341755,-1.1572902918032881,8.274529534446273,1.8438275047503923,2.678034706941449,-2.5996876755066243,3.3145988218702223,-0.24495905186651667,3.633776077231529,0.5371333740131754,1.3926768857855552,0.9825061182041014,2.054804085708141,0.36561005129450735,3.3140135812974054,-0.06572753679986644,1.1884426565239397,0.8753328575474387,1.97149320600847,-1.3585210482128631,-0.04079071646453998,-2.704262424324151,0.5989790325431051,-0.7504651133728667,1.8780646365140303,-2.559971561304987,-0.8927730957305258,-2.910047255505562,0.4400442261124195,-0.5031823110668063,0.03995885632736478,-2.622183772436821,-2.911564791393688,-2.3641881674542398,0.10391667064987181,-0.518125587551804,-0.4742180905604634,-2.234197937079037,-0.04190876697833633,-0.8271097777646431,-0.035834199741669036,-0.8624136706109202,-0.28367056519865536,-1.674584142022471,-0.3617534236375939,-0.5077019834199776,-0.19752102400573265,0.2716461003569146,0.12918348402965732,-0.3626288696761405,0.252418842443776,-0.17598343419190096,0.43618156046916756,-0.005999125364152036,0.949570219958465,0.3391251347652605,0.2517468070662164,-0.4134701364009394,-0.02567822723865591,1.0346683794610811,0.18785466135810183,0.054533226572023454,0.44644280181978874,0.9672591356778535,1.2764662710318004,0.6395246695949666,0.489032842374269,0.5956345670409193,0.22462828430659565,0.8450890611883269,0.7919288812620909,0.511995626421288,0.25323157055257156,0.36689090655783035,0.6853674467389843,0.0257020409972245,-0.07493928119398358,-0.08760320824269974,-0.45930937342919104,-0.17970943594392505,-0.15233973140630439,-0.39777798543164444,-0.15829939858614087,dogal
-571.3820290251047,52.002149133647784,0.23985635612852485,5.169603210101654,4.662917376125193,-3.1141025045995963,-7.127874248251676,-7.3089410040128735,-4.319267290039254,-0.9445132740847113,-6.496066076343654,-2.91855079577286,-0.40917726702696566,-4.153563098244264,-0.9220491940843536,0.2451879353883409,-2.3744171317881375,-3.2849861158408737,0.3126354388111621,-4.299470286277206,-3.586447995897611,-0.7248849885668841,-3.733249652100322,2.1098115273506046,-3.3645215823491967,4.4883475921739215,-1.2541471721269126,7.1243894012638,1.976560391540635,3.779435311222772,2.9317352456927,3.6857329387841897,5.070819936268735,3.9156730447801644,5.416352850998431,3.0938976144840082,1.8294363064933863,2.440474593474627,0.699654812644178,4.129640519898717,0.564100657192229,0.3485315275326586,-1.9730707436907309,-0.20541859339448162,-1.2964032030910733,-0.23956382594577422,-1.7371667325150029,-0.5944868694786014,-1.6286586374181962,-0.470065004136696,-2.7318276159584944,-0.49216668837990885,-0.9751481061853482,-0.40103956269265073,-0.6533489138437658,-0.45266374889197425,-1.008695336196461,-0.29581462448350604,-0.3457715793494623,-0.7242232589948269,-2.766929670908565,-2.3170538128802334,-1.6478155135198318,-0.603497031903467,-2.34726457335452,-0.29033936886538003,-0.33131063536783434,-0.09810937271731568,-0.7449544243478553,0.39271881356499033,0.7594183340222928,-0.2797140511572661,-1.561476841868656,-0.3559671552827841,-0.8284238229854682,-1.1822672234845402,-0.6831291452351108,0.36096468198025894,-0.1073191578302821,0.1610449898119815,-0.2808427818171801,0.11707680983848266,0.5071884587499106,0.3534043836050121,0.38094752290301853,0.0156445230183105,-1.315320041287919,0.2587179892375196,0.5896280707332121,0.31327986290217275,-0.6214711569463163,0.3752253711319416,-0.20311361630251693,-0.35538865760269456,-0.390164321990411,0.0008514856319546557,-0.1082195921647576,0.2191352202446859,-0.10956473922149464,-0.23316268464705525,dogal
