a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,Class
-697.9842454991217,55.22848317832871,0.3238627235809543,12.775376621305448,7.396147439805842,0.8662235162609654,-3.550276211525271,-2.8283316467311823,-11.30553224512099,-2.524927209664026,0.4961043058688381,-2.7229268058029694,1.6458005827071829,dogal
-650.8869668011217,54.811464933115246,-9.415653976169427,8.737362260304621,-4.7161448375822275,-3.44070923554851,-5.684012804917963,-8.289237586234098,-4.287299572696989,-0.5839194011817315,-5.030207905153248,-1.6945447996569427,-5.356236715109539,dogal
-614.9019801040652,57.0747767955308,-3.005428320019908,10.98868553443739,3.905378006752784,-2.136258603642918,-12.357704040837149,-6.318456641787425,-3.47155416280872,-8.20424367613453,-2.265995175515909,-2.2893260957273562,-5.291007179210523,dogal
-696.0515347292147,43.328194366847285,-7.633202941676756,9.36086934785892,-4.538801778228249,-4.5531609969322435,-6.906352832665295,-12.316589296899284,-7.676776534047182,-3.250955151137194,-3.6102240970264607,-6.743562306994971,-4.885005642320741,dogal
-713.5991276478087,68.70442247737088,7.67495979640244,15.474820850433794,11.407868722783059,0.7697142532153598,0.6965011511029711,-2.447308488384778,-0.42738814953985665,2.2151907268525513,2.111451850746321,1.8592142524707225,-0.49458107736087853,dogal
-736.3082223117443,51.34408493018153,-18.909586168586706,9.064810177709639,0.2099458894578547,-9.800146777254762,-9.05479977924957,-9.541829267217931,-7.657325159856303,0.6802653543362633,-6.693207577180276,-3.051625597590802,-7.713786122932918,dogal
-650.3482432020137,72.11281650044091,6.1135118457291275,18.22102395412399,9.765138184691903,-1.958228135971433,-6.465296540896112,-7.270580100381133,1.7919926338416579,-3.790748180990901,-3.7684715579574295,-0.6358115954902404,2.0377764765922546,dogal
-689.1600127149724,63.491485936493575,8.35100263103518,22.200525922499953,6.84642515348037,2.594156418681365,5.505469004070985,-8.571799787069144,2.373426180816939,-1.3141066885299313,1.9311375059464115,-3.5063493795664242,0.3878261021232794,dogal
-737.7585742956978,91.70104773479527,21.957989923255905,32.59881911283309,22.041537364728583,9.956926162702228,5.017790268910549,6.164300477785807,6.671365014181447,7.070106779815471,-0.4463524984344572,8.942623825589326,5.835646757820816,dogal
-571.3820290251047,52.002149133647784,0.23985635612852485,5.169603210101654,4.662917376125193,-3.1141025045995963,-7.127874248251676,-7.3089410040128735,-4.319267290039254,-0.9445132740847113,-6.496066076343654,-2.91855079577286,-0.40917726702696566,dogal
-731.5992875476901,62.55543410990679,24.082515002296386,20.42141381906609,12.14298140104215,6.484321815336341,6.896530029400352,2.541088412838717,0.21515442697201562,1.4511101012530587,3.896247630795502,3.671827568810781,-0.21070068562981994,dogal
-684.0447149042292,59.88810898142503,-1.2103739623564966,10.947204049315348,1.1764400484347466,-4.210976723051519,-1.9817684712741923,-8.999925166350268,-10.882643824433353,-3.713804512607693,-7.404945960467101,-2.8444301452503145,-8.777210203548206,dogal
-734.9833105335996,65.46204056348827,2.854007329262505,11.343091905434898,9.88331879162134,1.9940257958054841,-1.3520311652632908,-1.6918447396729783,-4.6901104235803395,1.2574559623946768,1.7468305430788564,-0.9887837981472669,4.182021397767212,dogal
-762.1071254763297,42.61510204011774,5.965827745564511,10.694748725985113,-6.246247283041791,-5.5171444154030995,-4.309212716165602,-7.824956477487968,-4.588569949386904,-3.005675435390493,-2.112788705322003,-4.791036815586452,-3.2127635499880385,dogal
-636.3108209566362,69.16603464968789,-2.705642839641397,12.737733021616,10.261748327418818,-1.742240578356514,0.831140204703562,-1.4064660606714445,-4.039851122407612,-0.9273282647674126,-1.8065110960246598,0.7487133575259447,-1.1892696482547072,dogal
-661.5663479722357,58.19172670361745,5.409218320103631,9.655070761741927,-1.2919175130290639,-7.477656407521689,-9.099932472486168,-5.668345186755164,-6.79772489544437,-1.9755776415872992,-8.94344469181512,-2.4090909363167623,-3.683445440465958,dogal
-643.8271543167436,74.38150181799088,9.611289658179597,19.574375537911163,17.023196566890018,7.772525720664885,9.730834767080427,-5.034176939570739,-4.459085976786343,6.967548056336897,-1.2438902484662238,1.0872772210350925,5.137966880578607,dogal
-751.4953134671867,54.8959145356383,5.692699596362248,10.453469430684988,-0.04202752599077221,-4.944266877441206,-2.3113610366448554,-13.501602979095285,-7.404240938612146,-1.196971959683242,-1.6078897747334904,-5.1222727855525525,-6.08492230631008,dogal
-721.080075890595,77.45757421408445,11.886749800099984,18.83508324471033,7.260998256258075,8.260444672618986,3.605529574673556,-2.067070700014401,-6.1466623995239305,1.370720796420477,1.892126271027837,-1.7457555091642858,6.255492947839735,dogal
-716.6041371021543,35.971167736455584,-6.444887826893408,8.365575288033188,-6.570826754198071,-6.5517273897187716,-7.479012564560756,-11.141670144370435,-5.286862156992401,-4.26860465574784,-2.567938613280759,-6.240632171908693,-4.695949057999068,dogal
-593.6921786394443,66.01612633190187,3.537091688924407,13.30196410026296,8.731568576889828,-5.703422053580902,3.174863418042639,-3.9221840252310254,-9.186675704532878,-0.027222679035521488,-0.8797884379263637,-3.75438649727545,-1.0446096117260943,dogal
-701.246877250093,54.47325090456564,2.152634759182789,5.577572611871108,4.705890768999015,-2.341239760217073,-4.322329174034171,-6.295325727760077,-11.016965967720598,-2.718491858650302,-2.211618614356885,-5.270183745266256,0.2808774312261533,dogal
-644.6530050025038,62.080479207060826,-4.61336812422669,9.158813168968827,11.739684377204693,-5.715222822606082,-4.202339032884426,-4.011871199710412,-9.682700422703695,-5.521987548543384,0.3376977006054473,-4.665785681388935,-1.8200642841858456,dogal
-687.1079086803202,43.60032024422196,-7.821329022222974,1.417394059800165,-8.443881873689778,-7.3215982720227775,-11.631652541572217,-12.240626967281539,-8.906945410961551,-6.342841754001097,-8.933748329036938,-2.941876357272219,-6.466297566577775,dogal
-693.0697551656529,55.734569235693634,-1.9197385581035806,16.408997072611655,8.449356513292026,0.22073695381380534,-1.7383413326325217,-4.9312899943448585,-11.981821367671403,-0.9937794839961219,0.4941072774027828,-2.29689740157958,0.6787004384579978,dogal
-646.1729791680106,49.4273060854835,-11.090625434777717,11.785177083753155,-6.114032284057392,-2.7821634144759244,-5.580750103032331,-7.025090327778714,-3.0729109697675643,-1.6675558526180372,-3.5748688680308076,-2.0481228529904967,-5.775508830448147,dogal
-618.6977262556563,67.55601166999824,4.93720491702593,17.35778693593565,10.39827751126729,2.023811552251663,-8.084035369318908,-3.222320716050371,0.40670349320006377,-4.067364628385814,0.10028385696049874,0.7438208149207958,-0.8371246951394717,dogal
-699.2461369462684,44.36024012160856,-7.816396306032418,6.512983579500062,-8.404737994252574,-7.246585590007967,-8.860694407190811,-14.425616426081321,-11.2317240898292,-4.979741268543603,-4.725063659265888,-7.782400475335463,-5.696551331947025,dogal
-731.2684907501933,71.53818119971675,4.309673171609157,19.802169791121123,11.5582801706555,3.4937945957535224,2.7112105595191065,-3.0488526692685545,1.335163187185558,4.5405435160074585,3.797350115996087,3.2149826949534672,-0.05861415134971131,dogal
-697.2899572781115,53.176754591292536,-18.8314297545974,13.746457439600618,-0.5212022902306483,-12.349578049133882,-10.018451326223621,-9.372279093093422,-4.016218246442438,2.187578683180065,-5.477953304085952,-0.2964105074956359,-6.714056300159664,dogal
-647.5927163004432,75.25207293605487,7.0521414294797875,19.309724855354176,10.21894460883512,-1.6082249826592059,-6.538932226338605,-7.679387573831481,3.2037511320719765,-2.5802467004268226,-3.0427061083623825,1.7905273948555638,4.0168236436513975,dogal
-681.3090434173322,68.08677755161389,7.2450716774132955,22.409594734006273,6.530428667317706,1.3172045206463525,5.577555679028401,-7.075162853840674,0.969860899620158,-1.372758113684879,0.7871788040646769,-1.8022933550598708,-0.4528129053022001,dogal
-774.7406200836659,78.3541880644777,13.858587019084975,21.511838294148276,12.893429740749408,5.235624473213751,0.8673291092010897,-1.163683662879134,4.847484499500567,2.983259560808844,-6.121208129702628,6.972343047277581,1.9628080843348652,dogal
-549.6917728143487,56.62553003282042,1.515252515945272,9.871671499863393,-0.923025247926492,-7.645182793367076,-10.460064274819327,-12.10311426031231,-5.4865950352028126,-0.052466688738364735,-5.318368880688273,-3.2527538092249437,0.5303212098157054,dogal
-697.2945211643497,62.525506077702225,21.01349862869406,16.9557602428754,10.717689216439592,6.779576124228282,6.752060704125745,1.7111554225478611,-2.157099519428396,1.2725369126980866,3.402719979638785,1.6693478742424959,-1.4747640066628174,dogal
-689.7541332162133,57.348318696905125,-1.9884704867865033,11.564394896113178,2.4204950174217905,-3.1276113597091197,-2.034392415564298,-7.868658222873415,-9.19948961870693,0.20216188001550442,-6.821071566357613,-3.8414731947422336,-6.829361963041609,dogal
-726.1565335537581,66.15539979688701,4.478243036840107,10.551386503506784,8.35370812725282,3.4658479804401154,-2.161621251844891,-2.871607460515048,-4.066398177627345,2.2539559088929497,1.6331921272407286,-1.0821642646034164,5.053893025598001,dogal
-755.6979417968203,43.133451949856926,4.973461412638774,11.460955324401109,-5.798788090471212,-3.2408955302205493,-6.088488202795746,-6.989552373472061,-2.1555213454364885,-2.3549050996076555,-2.970141698999342,-5.542436557188342,-2.732593707833045,dogal
-654.2174599066312,71.05298734910352,0.30004471984333014,16.98962323237329,10.807746132636325,-0.5039894583713139,4.447388415954366,2.3922984140131742,-1.8248485517504842,0.4448924682141013,0.624575727696285,2.8535163141722184,0.6140508598939612,dogal
-670.0905074431007,58.40143401551589,4.685167467558583,11.334616475769394,-0.9793962012757111,-8.252319798336982,-9.166622365041135,-5.154504166491597,-5.467948572659959,-1.6440950639130267,-8.361905270920698,-2.632870250553551,-3.2979916453956344,dogal
-646.5023443614766,68.43103298462005,6.164665889318171,18.33452634286921,13.927673227407947,5.195768374272511,10.161654801433476,-0.540934247855619,-3.6555981046637305,4.860560417845833,1.376021093890433,0.5614986937780191,5.597665814264753,dogal
-742.0707807769569,56.59648334093609,5.743728733720301,8.170561300918097,-0.3822497959423747,-4.1010074070599245,-2.066769947037164,-13.620582723629353,-5.6751421311123,-2.2814114161659518,-2.210372025631931,-5.247245253789028,-7.059336884312197,dogal
-715.9029740959332,78.70288174145638,11.734132994107734,21.876967238728334,8.057435611173611,9.532797656863899,0.5238712257350049,-5.847127777310114,-9.31647301196882,1.7357906513485675,1.8329076726141023,-1.0768867368345747,5.005781323570945,dogal
-706.4327858347807,35.49690789043295,-8.155030562884418,9.848637827311789,-7.176389695274757,-8.942563403251109,-6.918020132077906,-11.706050831982456,-5.992923972376947,-3.6118052547521775,-5.465997154668365,-4.442112800565779,-6.207190075138895,dogal
-598.3496951055326,70.24400525923873,8.876152052231008,16.949703683079942,8.628271895686103,-2.792028283275797,3.885570699146169,-4.684643343336183,-8.017392145506491,1.0512015135688362,0.5728964216937519,-2.0477739983868264,-0.01167872302380078,dogal
-668.9854784340787,42.110067821745766,-1.433076830549763,3.1875870890807385,5.356283760347599,-4.969695899009741,-9.069697434914113,-7.402922501048857,-10.306642855169395,-1.0179909448756819,-2.7804975961341483,-6.180760319250678,-2.680205987954219,dogal
-618.2970310172051,60.396035562808095,-6.247844860652687,9.941318068208462,15.26577975091007,-5.372235234681906,0.06908926718493602,-0.8040073112370675,-8.833043551649338,-3.224830752943681,2.4779882007945977,-2.349842875133478,-0.7221600712523019,dogal
-687.617819418524,41.89448759322059,-12.930823080191246,2.1811837594238725,-8.682055664768788,-9.392159668562558,-10.734763578937578,-12.707962536289232,-8.536163718597017,-5.35507933917479,-10.244439166935877,-2.9726479323262116,-5.9619147505846675,dogal
-691.7701941307483,58.35064710533183,-0.1651604876915995,13.9521237191955,5.053322115531299,1.4893256816586995,-2.397429946102436,-5.059064801205628,-10.638002377694656,-3.3441970604433973,0.26454977672693053,-2.529107453344113,1.548612651633567,dogal
-622.7377591286198,51.628933637785465,-10.733811716546539,5.081238436038748,-5.106305603844161,-2.9112722364334487,-6.019258992566313,-9.093672483568586,-5.539858503236408,-1.6969990661081094,-5.326416698230497,-2.5882557510287603,-6.700613380041706,dogal
-626.9849671038208,60.03916803238319,-0.6540950164347271,13.094035236198135,5.53660728411459,-0.060387748822009986,-13.720121350502783,-5.580928961518153,-4.810350420754645,-7.697663472809095,-0.4616801841925876,-3.7030428685124734,-4.5065987431602474,dogal
-719.5346583974629,46.841054996429584,-7.052059977667668,2.382775605360022,-6.283563069131526,-4.2276819009660125,-10.03791647359337,-14.340694002810766,-9.16093004971322,-5.743408971612373,-5.80595633083586,-9.008150094656882,-6.260353144886331,dogal
-687.5894511630388,65.27531732035669,2.6417752848338063,17.660733189624835,8.342178645064898,-0.05844205846332003,2.1798137546843632,-5.507978311148769,-6.6910599728372935,3.3942209714804035,1.7414776057583672,1.9055217527219088,-0.7386811179089641,dogal
-704.4198069638117,51.10141774276762,-11.47357187990092,9.685941799715861,0.050986557139249745,-8.551459064434912,-11.26725702874098,-9.123498262398305,-6.248457599392529,1.912987130582633,-6.974528994501001,-0.9085174613743735,-4.30961996452252,dogal
-648.292161832017,65.10813127395033,7.269906096951093,12.817373893344971,10.257905044993004,-1.9228365267309666,-9.313557797598873,-11.000761406235716,-1.8272691812106756,-5.145674737548488,-5.673878873092754,-2.5806967419277926,0.3256519412873992,dogal
-683.7502196935206,64.03629481106869,11.39664956506681,20.689843286431252,6.460742908145928,2.7420008248766488,2.646429281914162,-8.699267198191196,-1.4504173704843522,-2.566486142701592,-0.2757041791757138,-2.9393846023478742,0.3987742223806983,dogal
-764.091138255442,66.74497311188833,15.636298235945851,20.95909347109555,12.471322781844348,7.246733894094406,-0.4487866714365106,-3.903886591061695,-0.841962162098193,2.2319438348249236,-5.96592526188996,2.7045253140224013,-0.3602366429368342,dogal
-541.4363685322401,51.80437595371356,-2.3746365708391997,4.327081901110024,3.746866762049331,-7.305188744631583,-11.894206268594427,-16.426604629302602,-5.8675465700737774,1.2475975652898035,-7.2223235463292035,-4.533020651018238,-1.1263024945980504,dogal
-699.7282944637265,57.5115530589581,22.24570368122988,20.968413600572973,10.579678071059677,6.076460918560429,4.781013992005005,1.183107885657354,-2.1321730391786065,1.797364353898395,2.50178790330049,-0.27518257304401833,-0.8946579736752314,dogal
-664.7602663857654,57.351296102234706,-0.17862679004447635,8.367351084704135,5.965751037797417,-3.7532220726135357,-6.509733055628961,-12.253325659014084,-9.92442130652822,0.5238112473584124,-7.744887170656925,-2.346902887054998,-8.713565897778599,dogal
-719.6350393071494,59.474405181216305,2.245161476453957,9.168999089643894,9.598217429928704,4.18279019968672,-2.762000974418323,-5.245132475073501,-5.2710511456384435,1.768906665591818,2.7317436645250925,-2.0525501887492603,5.123617613599553,dogal
-733.2571412584666,40.399488608015005,2.5627927321022814,8.562637106572488,-6.258144766965059,-2.0612492914751193,-8.004203429915863,-8.80318418479198,-3.535309584414312,-2.452292836824817,-3.9137893563226416,-5.27216347383657,-3.1838504058399373,dogal
-637.6595308812736,75.08081224469639,2.3103195618589574,14.215963334670866,12.440542892277545,2.3851219130034123,3.0316063116955716,1.3500783775681215,-2.060171261822987,-0.46508000610970385,0.2324991847544592,3.824950380100881,1.0730614899381143,dogal
-633.4215473252978,52.25670306825315,3.1948219703368586,8.927190665560131,0.10938740267799305,-10.494577549842454,-14.91881977257622,-6.373730117164466,-6.51853937892875,0.3890620933246248,-8.863858346366477,-2.1970519626560168,-3.5524242604296843,dogal
-635.3372145603682,71.12077122453768,7.910624984363182,17.499014858097894,12.697770200552917,5.709271362454728,10.4453523413249,-4.15880273622067,-7.146882442771836,5.105142699000061,-1.8099584355096767,-0.2985228679600781,5.626173852428192,dogal
-760.2742327113355,48.1382437607892,12.158522347848539,6.888066171454582,-3.9600137996507585,-2.83045468030285,1.0103521309302332,-12.497239581499564,-7.562376988996304,-1.5335250019058844,-3.473086015139171,-2.597187558660207,-6.985747631203091,dogal
-719.9922032052384,69.00759917407588,11.667117349123659,24.636492136008815,10.302357151808451,11.521852711299012,2.4911357402153196,-2.35838160960565,-8.512200058484234,4.679047543248778,2.91075096596354,-2.5978616376911394,4.919334269915749,dogal
-727.6343052484526,40.408807227163415,-2.0794905094877745,7.676817282471989,-5.047435907524249,-5.89279139538655,-7.09720310229248,-10.647544896083435,-4.555877780293569,-3.4413778851843158,-4.470143330388234,-5.251840491045139,-4.794588019069917,dogal
-608.8889209268707,69.63716665855581,3.554750521244429,13.892524572290846,8.201989748786303,-2.233725059872854,2.00786109903774,-6.408333297566835,-10.408378755079012,-0.4353164965532828,0.10593061939101868,-2.7959370995341257,-3.3976411832574818,dogal
-688.1526689105534,52.82920603549977,1.1781981518588462,1.3458382997533833,3.8589187757458445,-1.3125133442438626,-8.766619473652316,-10.290391171009434,-10.084378493741369,0.15076052919648944,-2.284194356663347,-7.831580444546987,-2.135846127364819,dogal
